SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE,fecha_measure,hora,num_dia,num_dia_sem,nom_dia,mes_nombre,mes,trimestre,anio
2953,1110,2019-11-12T12:14:22.230269Z,RISK,"",,,,,"",,2019-11-12,6,12,2,mar,nov,11,4,2019
2954,1110,2019-11-12T23:29:18.758717Z,REJECTED,MOP,,,,,"",,2019-11-12,17,12,2,mar,nov,11,4,2019
2955,1113,2019-11-12T13:11:30.036826Z,RESPONSE,"",,,,,"",,2019-11-12,7,12,2,mar,nov,11,4,2019
2956,1113,2019-11-13T04:17:12.589670Z,RISK,"",,,,,"",,2019-11-13,22,12,2,mar,nov,11,4,2019
2957,1113,2019-11-16T21:38:15.291686Z,APPROVED,PLASTIC,0.46,10700,46,,"",,2019-11-16,15,16,6,sáb,nov,11,4,2019
2958,1113,2019-11-18T11:01:16.203734Z,DELIVERED,"",,,,,64000,5,2019-11-18,5,18,1,lun,nov,11,4,2019
2959,1113,2019-11-28T10:47:20.886720Z,TXN,"",,,,278.503099417527,"",,2019-11-28,4,28,4,jue,nov,11,4,2019
2960,1115,2019-11-16T08:44:55.284518Z,RESPONSE,"",,,,,"",,2019-11-16,2,16,6,sáb,nov,11,4,2019
2961,1115,2019-11-17T05:00:54.613152Z,RISK,"",,,,,"",,2019-11-17,23,16,6,sáb,nov,11,4,2019
2962,1115,2019-11-17T15:37:57.603706Z,APPROVED,PLASTIC,0.45,8100,43,,"",,2019-11-17,9,17,7,dom,nov,11,4,2019
2963,1115,2019-11-23T09:09:05.128013Z,DELIVERED,"",,,,,53100,0,2019-11-23,3,23,6,sáb,nov,11,4,2019
2964,1115,2019-11-25T08:49:32.780496Z,TXN,"",,,,28.2683701475462,"",,2019-11-25,2,25,1,lun,nov,11,4,2019
2965,1115,2019-11-25T11:25:02.973158Z,TXN,"",,,,59.7550482561278,"",,2019-11-25,5,25,1,lun,nov,11,4,2019
2966,1115,2019-11-27T00:20:58.842298Z,TXN,"",,,,65.7501877183324,"",,2019-11-27,18,26,2,mar,nov,11,4,2019
2967,1115,2019-12-18T05:49:06.058013Z,TXN,"",,,,2.91922026934309,"",,2019-12-18,23,17,2,mar,dic,12,4,2019
2968,1117,2019-11-13T19:03:16.619040Z,RESPONSE,"",,,,,"",,2019-11-13,13,13,3,mié,nov,11,4,2019
2969,1117,2019-11-15T01:01:42.518813Z,RISK,"",,,,,"",,2019-11-15,19,14,4,jue,nov,11,4,2019
2970,1117,2019-11-27T03:06:56.894515Z,APPROVED,PLASTIC,0.41,18500,36,,"",,2019-11-27,21,26,2,mar,nov,11,4,2019
2971,1117,2019-11-28T06:41:44.743776Z,DELIVERED,"",,,,,11560,3,2019-11-28,0,28,4,jue,nov,11,4,2019
2972,1117,2019-11-28T16:58:25.514400Z,TXN,"",,,,23.745937465987,"",,2019-11-28,10,28,4,jue,nov,11,4,2019
2973,1117,2020-01-28T20:59:43.970035Z,TXN,"",,,,203.126640438534,"",,2020-01-28,14,28,2,mar,ene,1,1,2020
2974,1117,2020-01-29T09:28:17.108630Z,TXN,"",,,,4053.47895325946,"",,2020-01-29,3,29,3,mié,ene,1,1,2020
2975,1117,2020-01-31T18:21:50.187830Z,TXN,"",,,,1036.83288215218,"",,2020-01-31,12,31,5,vie,ene,1,1,2020
2976,1117,2020-01-31T19:35:47.974531Z,TXN,"",,,,21.9852702560932,"",,2020-01-31,13,31,5,vie,ene,1,1,2020
2977,1118,2019-11-11T12:36:34.519651Z,RESPONSE,"",,,,,"",,2019-11-11,6,11,1,lun,nov,11,4,2019
2978,1118,2019-11-12T16:09:42.550646Z,RISK,"",,,,,"",,2019-11-12,10,12,2,mar,nov,11,4,2019
2979,1118,2019-11-18T12:15:18.887501Z,APPROVED,PLASTIC,0.32,10100,35,,"",,2019-11-18,6,18,1,lun,nov,11,4,2019
2980,1118,2019-11-22T19:23:58.358371Z,DELIVERED,"",,,,,11560,1,2019-11-22,13,22,5,vie,nov,11,4,2019
2981,1118,2019-11-29T03:54:14.715734Z,TXN,"",,,,602.299316298755,"",,2019-11-29,21,28,4,jue,nov,11,4,2019
2982,1118,2019-11-29T20:27:12.106944Z,TXN,"",,,,286.945777953725,"",,2019-11-29,14,29,5,vie,nov,11,4,2019
2983,1118,2019-12-10T15:31:55.847683Z,TXN,"",,,,9.13298798852328,"",,2019-12-10,9,10,2,mar,dic,12,4,2019
2984,1120,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
2985,1121,2019-11-17T02:05:52.548346Z,RESPONSE,"",,,,,"",,2019-11-17,20,16,6,sáb,nov,11,4,2019
2986,1121,2019-11-24T13:51:52.685827Z,RISK,"",,,,,"",,2019-11-24,7,24,7,dom,nov,11,4,2019
2987,1121,2019-11-25T09:32:10.176691Z,APPROVED,PLASTIC,0.35,39000,46,,"",,2019-11-25,3,25,1,lun,nov,11,4,2019
2988,1121,2019-11-29T10:59:16.613866Z,DELIVERED,"",,,,,44100,3,2019-11-29,4,29,5,vie,nov,11,4,2019
2989,1121,2019-12-05T08:26:57.252797Z,TXN,"",,,,62.9138442610843,"",,2019-12-05,2,5,4,jue,dic,12,4,2019
2990,1121,2019-12-06T15:23:09.957840Z,TXN,"",,,,81.5203126133794,"",,2019-12-06,9,6,5,vie,dic,12,4,2019
2991,1121,2020-01-18T18:39:18.227866Z,TXN,"",,,,615.770297082953,"",,2020-01-18,12,18,6,sáb,ene,1,1,2020
2992,1122,2019-12-04T14:25:24.332362Z,RESPONSE,"",,,,,"",,2019-12-04,8,4,3,mié,dic,12,4,2019
2993,1122,2019-12-06T10:00:55.483085Z,RISK,"",,,,,"",,2019-12-06,4,6,5,vie,dic,12,4,2019
2994,1122,2019-12-06T23:01:36.856445Z,APPROVED,PLASTIC,0.35,41200,40,,"",,2019-12-06,17,6,5,vie,dic,12,4,2019
2995,1122,2019-12-07T12:43:27.770333Z,DELIVERED,"",,,,,53100,3,2019-12-07,6,7,6,sáb,dic,12,4,2019
2996,1122,2019-12-07T19:54:48.595882Z,TXN,"",,,,1040.99835359726,"",,2019-12-07,13,7,6,sáb,dic,12,4,2019
2997,1122,2019-12-09T13:44:55.026413Z,TXN,"",,,,26.4079181384038,"",,2019-12-09,7,9,1,lun,dic,12,4,2019
2998,1123,2019-11-12T08:59:22.635024Z,RESPONSE,"",,,,,"",,2019-11-12,2,12,2,mar,nov,11,4,2019
2999,1123,2019-11-13T20:58:09.861514Z,RISK,"",,,,,"",,2019-11-13,14,13,3,mié,nov,11,4,2019
3000,1123,2019-11-15T04:33:31.459939Z,APPROVED,PLASTIC,0.3,900,38,,"",,2019-11-15,22,14,4,jue,nov,11,4,2019
3001,1123,2019-11-15T17:10:09.232205Z,DELIVERED,"",,,,,44100,1,2019-11-15,11,15,5,vie,nov,11,4,2019
3002,1123,2019-11-21T14:55:26.084006Z,TXN,"",,,,49.2700480504293,"",,2019-11-21,8,21,4,jue,nov,11,4,2019
3003,1124,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3004,1126,2019-11-11T20:52:14.934806Z,RESPONSE,"",,,,,"",,2019-11-11,14,11,1,lun,nov,11,4,2019
3005,1126,2019-11-12T12:31:37.082899Z,RISK,"",,,,,"",,2019-11-12,6,12,2,mar,nov,11,4,2019
3006,1126,2019-11-13T00:48:04.672483Z,APPROVED,PLASTIC,0.43,19800,38,,"",,2019-11-13,18,12,2,mar,nov,11,4,2019
3007,1126,2019-11-13T12:28:10.375997Z,DELIVERED,"",,,,,53100,2,2019-11-13,6,13,3,mié,nov,11,4,2019
3008,1126,2019-11-24T11:46:15.641443Z,TXN,"",,,,95775.6723292681,"",,2019-11-24,5,24,7,dom,nov,11,4,2019
3009,1126,2019-11-26T00:38:04.808170Z,TXN,"",,,,15.8843531618591,"",,2019-11-26,18,25,1,lun,nov,11,4,2019
3010,1128,2019-11-13T10:18:46.103414Z,RESPONSE,"",,,,,"",,2019-11-13,4,13,3,mié,nov,11,4,2019
3011,1128,2019-11-15T08:29:31.678022Z,RISK,"",,,,,"",,2019-11-15,2,15,5,vie,nov,11,4,2019
3012,1128,2019-11-16T07:16:17.004403Z,APPROVED,PLASTIC,0.38,3900,41,,"",,2019-11-16,1,16,6,sáb,nov,11,4,2019
3013,1128,2019-11-27T11:59:22.913405Z,DELIVERED,"",,,,,64000,2,2019-11-27,5,27,3,mié,nov,11,4,2019
3014,1128,2019-11-27T15:40:54.784791Z,TXN,"",,,,9.41472777899412,"",,2019-11-27,9,27,3,mié,nov,11,4,2019
3015,1128,2019-12-02T20:21:52.009546Z,TXN,"",,,,96.3487536061357,"",,2019-12-02,14,2,1,lun,dic,12,4,2019
3016,1128,2019-12-03T10:31:52.841597Z,TXN,"",,,,515.006432015334,"",,2019-12-03,4,3,2,mar,dic,12,4,2019
3017,1128,2019-12-04T02:12:22.229453Z,TXN,"",,,,371.702876889839,"",,2019-12-04,20,3,2,mar,dic,12,4,2019
3018,1130,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3019,1131,2019-11-12T14:40:43.089658Z,RESPONSE,"",,,,,"",,2019-11-12,8,12,2,mar,nov,11,4,2019
3020,1131,2019-11-13T03:32:59.853322Z,RISK,"",,,,,"",,2019-11-13,21,12,2,mar,nov,11,4,2019
3021,1131,2019-11-14T08:37:44.657587Z,APPROVED,DIGITAL,0.33,12200,30,,"",,2019-11-14,2,14,4,jue,nov,11,4,2019
3022,1131,2019-12-01T10:02:34.950826Z,TXN,"",,,,114.098761772395,"",,2019-12-01,4,1,7,dom,dic,12,4,2019
3023,1131,2020-04-17T06:18:11.281277Z,TXN,"",,,,162.575328643971,"",,2020-04-17,1,17,5,vie,abr,4,2,2020
3024,1131,2020-04-18T10:03:19.244938Z,TXN,"",,,,8184.82041444004,"",,2020-04-18,5,18,6,sáb,abr,4,2,2020
3025,1131,2020-04-19T12:40:54.111331Z,TXN,"",,,,649.647339775302,"",,2020-04-19,7,19,7,dom,abr,4,2,2020
3026,1131,2020-05-08T09:36:17.640749Z,TXN,"",,,,1969.51418298922,"",,2020-05-08,4,8,5,vie,may,5,2,2020
3027,1132,2019-11-12T07:23:10.477738Z,RESPONSE,"",,,,,"",,2019-11-12,1,12,2,mar,nov,11,4,2019
3028,1132,2019-11-12T22:04:19.964669Z,RISK,"",,,,,"",,2019-11-12,16,12,2,mar,nov,11,4,2019
3029,1132,2019-11-15T07:10:54.000854Z,APPROVED,DIGITAL,0.41,700,36,,"",,2019-11-15,1,15,5,vie,nov,11,4,2019
3030,1132,2019-11-15T10:04:37.424726Z,TXN,"",,,,72.50470371333,"",,2019-11-15,4,15,5,vie,nov,11,4,2019
3031,1132,2019-11-16T01:51:49.230Z,TXN,"",,,,125.263020141094,"",,2019-11-16,19,15,5,vie,nov,11,4,2019
3032,1133,2019-11-12T05:38:20.401699Z,RESPONSE,"",,,,,"",,2019-11-12,23,11,1,lun,nov,11,4,2019
3033,1133,2019-11-13T01:22:36.845414Z,RISK,"",,,,,"",,2019-11-13,19,12,2,mar,nov,11,4,2019
3034,1133,2019-11-14T08:54:30.255955Z,APPROVED,DIGITAL,0.45,61200,39,,"",,2019-11-14,2,14,4,jue,nov,11,4,2019
3035,1133,2019-11-16T07:51:23.668560Z,TXN,"",,,,14.5266114745299,"",,2019-11-16,1,16,6,sáb,nov,11,4,2019
3036,1133,2019-12-01T12:50:16.643904Z,TXN,"",,,,454.917744192923,"",,2019-12-01,6,1,7,dom,dic,12,4,2019
3037,1133,2019-12-01T13:45:58.296010Z,TXN,"",,,,214.956575902977,"",,2019-12-01,7,1,7,dom,dic,12,4,2019
3038,1133,2019-12-01T20:27:23.179190Z,TXN,"",,,,17.0559405367022,"",,2019-12-01,14,1,7,dom,dic,12,4,2019
3039,1133,2020-02-29T06:29:37.314528Z,TXN,"",,,,208.057852933572,"",,2020-02-29,0,29,6,sáb,feb,2,1,2020
3040,1135,2019-11-11T13:06:04.689936Z,RESPONSE,"",,,,,"",,2019-11-11,7,11,1,lun,nov,11,4,2019
3041,1135,2019-11-13T02:12:02.927433Z,RISK,"",,,,,"",,2019-11-13,20,12,2,mar,nov,11,4,2019
3042,1135,2019-11-20T10:03:20.167834Z,APPROVED,PLASTIC,0.41,1200,47,,"",,2019-11-20,4,20,3,mié,nov,11,4,2019
3043,1135,2019-11-22T13:12:21.009456Z,DELIVERED,"",,,,,11560,1,2019-11-22,7,22,5,vie,nov,11,4,2019
3044,1135,2020-01-01T22:24:10.386461Z,TXN,"",,,,1378.10789448909,"",,2020-01-01,16,1,3,mié,ene,1,1,2020
3045,1135,2020-01-01T23:44:50.773142Z,TXN,"",,,,3.47870927975974,"",,2020-01-01,17,1,3,mié,ene,1,1,2020
3046,1135,2020-01-02T00:01:05.555827Z,TXN,"",,,,18372.6043888015,"",,2020-01-02,18,1,3,mié,ene,1,1,2020
3047,1135,2020-01-09T23:23:53.004019Z,TXN,"",,,,25.2079550436857,"",,2020-01-09,17,9,4,jue,ene,1,1,2020
3048,1136,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3049,1137,2019-12-03T12:10:19.847251Z,RESPONSE,"",,,,,"",,2019-12-03,6,3,2,mar,dic,12,4,2019
3050,1137,2019-12-03T20:38:02.776272Z,RISK,"",,,,,"",,2019-12-03,14,3,2,mar,dic,12,4,2019
3051,1137,2019-12-05T21:25:02.354822Z,APPROVED,PLASTIC,0.45,35300,46,,"",,2019-12-05,15,5,4,jue,dic,12,4,2019
3052,1137,2019-12-08T14:17:38.911805Z,DELIVERED,"",,,,,64000,1,2019-12-08,8,8,7,dom,dic,12,4,2019
3053,1137,2019-12-08T17:01:52.346410Z,TXN,"",,,,2478.23133513033,"",,2019-12-08,11,8,7,dom,dic,12,4,2019
3054,1137,2019-12-08T18:38:04.781126Z,TXN,"",,,,783.670809502511,"",,2019-12-08,12,8,7,dom,dic,12,4,2019
3055,1137,2019-12-10T13:43:31.705882Z,TXN,"",,,,134.681074422425,"",,2019-12-10,7,10,2,mar,dic,12,4,2019
3056,1140,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3057,1141,2019-11-12T22:56:33.970186Z,RESPONSE,"",,,,,"",,2019-11-12,16,12,2,mar,nov,11,4,2019
3058,1141,2019-11-23T16:18:20.047939Z,RISK,"",,,,,"",,2019-11-23,10,23,6,sáb,nov,11,4,2019
3059,1141,2019-11-25T07:22:25.220381Z,REJECTED,MOP,,,,,"",,2019-11-25,1,25,1,lun,nov,11,4,2019
3060,1142,2019-11-18T06:00:08.261654Z,RESPONSE,"",,,,,"",,2019-11-18,0,18,1,lun,nov,11,4,2019
3061,1142,2019-11-18T22:02:42.431338Z,RISK,"",,,,,"",,2019-11-18,16,18,1,lun,nov,11,4,2019
3062,1142,2019-11-27T11:00:22.793760Z,REJECTED,EMPTY,,,,,"",,2019-11-27,5,27,3,mié,nov,11,4,2019
3063,1144,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3064,1145,2019-11-15T10:28:47.508931Z,RESPONSE,"",,,,,"",,2019-11-15,4,15,5,vie,nov,11,4,2019
3065,1145,2019-11-16T05:42:43.162675Z,RISK,"",,,,,"",,2019-11-16,23,15,5,vie,nov,11,4,2019
3066,1145,2019-11-18T20:19:42.841200Z,REJECTED,MOP,,,,,"",,2019-11-18,14,18,1,lun,nov,11,4,2019
3067,1147,2019-11-11T07:19:25.823654Z,RESPONSE,"",,,,,"",,2019-11-11,1,11,1,lun,nov,11,4,2019
3068,1147,2019-11-16T05:45:30.339677Z,RISK,"",,,,,"",,2019-11-16,23,15,5,vie,nov,11,4,2019
3069,1147,2019-11-20T09:53:41.366371Z,APPROVED,PLASTIC,0.49,34300,31,,"",,2019-11-20,3,20,3,mié,nov,11,4,2019
3070,1147,2019-11-21T22:02:30.983770Z,DELIVERED,"",,,,,11560,3,2019-11-21,16,21,4,jue,nov,11,4,2019
3071,1147,2020-02-07T18:42:40.185792Z,TXN,"",,,,3179.6405197877,"",,2020-02-07,12,7,5,vie,feb,2,1,2020
3072,1147,2020-02-08T08:17:12.317280Z,TXN,"",,,,285.867482447459,"",,2020-02-08,2,8,6,sáb,feb,2,1,2020
3073,1147,2020-02-11T20:48:43.595568Z,TXN,"",,,,377.762495433893,"",,2020-02-11,14,11,2,mar,feb,2,1,2020
3074,1147,2020-02-27T11:58:34.707907Z,TXN,"",,,,48.7383593925184,"",,2020-02-27,5,27,4,jue,feb,2,1,2020
3075,1147,2020-02-27T20:40:53.390611Z,TXN,"",,,,207.173418817043,"",,2020-02-27,14,27,4,jue,feb,2,1,2020
3076,1148,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3077,1149,2019-11-22T23:26:41.389498Z,RESPONSE,"",,,,,"",,2019-11-22,17,22,5,vie,nov,11,4,2019
3078,1149,2019-11-23T08:33:30.383424Z,RISK,"",,,,,"",,2019-11-23,2,23,6,sáb,nov,11,4,2019
3079,1149,2019-12-03T23:13:08.048582Z,APPROVED,PLASTIC,0.37,19000,43,,"",,2019-12-03,17,3,2,mar,dic,12,4,2019
3080,1149,2019-12-08T12:42:52.134566Z,DELIVERED,"",,,,,53100,3,2019-12-08,6,8,7,dom,dic,12,4,2019
3081,1149,2019-12-08T16:28:54.093216Z,TXN,"",,,,175.710766076735,"",,2019-12-08,10,8,7,dom,dic,12,4,2019
3082,1149,2019-12-11T02:09:29.406384Z,TXN,"",,,,154.164331502134,"",,2019-12-11,20,10,2,mar,dic,12,4,2019
3083,1149,2019-12-11T23:14:43.218787Z,TXN,"",,,,599.118815401305,"",,2019-12-11,17,11,3,mié,dic,12,4,2019
3084,1150,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3085,1151,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3086,1152,2019-11-11T15:53:05.513827Z,RESPONSE,"",,,,,"",,2019-11-11,9,11,1,lun,nov,11,4,2019
3087,1152,2019-11-13T02:26:22.888320Z,RISK,"",,,,,"",,2019-11-13,20,12,2,mar,nov,11,4,2019
3088,1152,2019-11-14T21:56:38.445850Z,APPROVED,PLASTIC,0.35,11600,31,,"",,2019-11-14,15,14,4,jue,nov,11,4,2019
3089,1152,2020-01-10T21:04:52.402829Z,DELIVERED,"",,,,,44100,2,2020-01-10,15,10,5,vie,ene,1,1,2020
3090,1152,2020-01-13T17:55:57.860371Z,TXN,"",,,,4.06168469631863,"",,2020-01-13,11,13,1,lun,ene,1,1,2020
3091,1152,2020-01-20T06:07:22.723968Z,TXN,"",,,,126.320997458987,"",,2020-01-20,0,20,1,lun,ene,1,1,2020
3092,1152,2020-01-20T13:28:44.049734Z,TXN,"",,,,52.3638319355483,"",,2020-01-20,7,20,1,lun,ene,1,1,2020
3093,1152,2020-01-31T15:29:15.769565Z,TXN,"",,,,2065.14370674554,"",,2020-01-31,9,31,5,vie,ene,1,1,2020
3094,1153,2019-11-11T18:28:10.266960Z,RESPONSE,"",,,,,"",,2019-11-11,12,11,1,lun,nov,11,4,2019
3095,1153,2019-11-13T21:55:35.700701Z,RISK,"",,,,,"",,2019-11-13,15,13,3,mié,nov,11,4,2019
3096,1153,2019-11-15T16:47:40.865942Z,REJECTED,USAGE,,,,,"",,2019-11-15,10,15,5,vie,nov,11,4,2019
3097,1154,2019-11-12T09:48:28.806163Z,RESPONSE,"",,,,,"",,2019-11-12,3,12,2,mar,nov,11,4,2019
3098,1154,2019-11-19T13:55:11.486957Z,RISK,"",,,,,"",,2019-11-19,7,19,2,mar,nov,11,4,2019
3099,1154,2019-11-20T05:32:41.896781Z,REJECTED,MOP,,,,,"",,2019-11-20,23,19,2,mar,nov,11,4,2019
3100,1155,2019-11-18T17:43:57.291024Z,RESPONSE,"",,,,,"",,2019-11-18,11,18,1,lun,nov,11,4,2019
3101,1155,2019-11-19T12:19:34.871520Z,RISK,"",,,,,"",,2019-11-19,6,19,2,mar,nov,11,4,2019
3102,1155,2019-11-20T18:37:14.387808Z,APPROVED,DIGITAL,0.31,5300,46,,"",,2019-11-20,12,20,3,mié,nov,11,4,2019
3103,1155,2019-11-20T20:23:17.785738Z,TXN,"",,,,39.128169007785,"",,2019-11-20,14,20,3,mié,nov,11,4,2019
3104,1155,2019-11-29T04:05:22.999690Z,TXN,"",,,,414.888112507424,"",,2019-11-29,22,28,4,jue,nov,11,4,2019
3105,1155,2019-11-29T17:04:36.777447Z,TXN,"",,,,3692.49232108585,"",,2019-11-29,11,29,5,vie,nov,11,4,2019
3106,1155,2019-12-02T00:01:39.081014Z,TXN,"",,,,9262.55957929092,"",,2019-12-02,18,1,7,dom,dic,12,4,2019
3107,1156,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3108,1157,2019-11-12T05:12:26.283341Z,RESPONSE,"",,,,,"",,2019-11-12,23,11,1,lun,nov,11,4,2019
3109,1157,2019-11-14T06:53:56.505725Z,RISK,"",,,,,"",,2019-11-14,0,14,4,jue,nov,11,4,2019
3110,1157,2019-11-14T20:22:02.486323Z,APPROVED,DIGITAL,0.49,5600,39,,"",,2019-11-14,14,14,4,jue,nov,11,4,2019
3111,1158,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3112,1163,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3113,1167,2019-11-25T11:34:20.863575Z,RESPONSE,"",,,,,"",,2019-11-25,5,25,1,lun,nov,11,4,2019
3114,1167,2019-11-26T12:12:05.307610Z,RISK,"",,,,,"",,2019-11-26,6,26,2,mar,nov,11,4,2019
3115,1167,2019-11-30T20:10:15.153974Z,REJECTED,USAGE,,,,,"",,2019-11-30,14,30,6,sáb,nov,11,4,2019
3116,1169,2019-11-12T13:50:23.273578Z,RESPONSE,"",,,,,"",,2019-11-12,7,12,2,mar,nov,11,4,2019
3117,1169,2019-11-14T09:30:15.888326Z,RISK,"",,,,,"",,2019-11-14,3,14,4,jue,nov,11,4,2019
3118,1169,2019-11-16T08:45:04.458470Z,REJECTED,USAGE,,,,,"",,2019-11-16,2,16,6,sáb,nov,11,4,2019
3119,1170,2019-11-27T12:52:52.510886Z,RESPONSE,"",,,,,"",,2019-11-27,6,27,3,mié,nov,11,4,2019
3120,1170,2019-12-05T04:27:22.836931Z,RISK,"",,,,,"",,2019-12-05,22,4,3,mié,dic,12,4,2019
3121,1170,2019-12-05T05:27:15.882883Z,APPROVED,DIGITAL,0.43,3600,48,,"",,2019-12-05,23,4,3,mié,dic,12,4,2019
3122,1170,2019-12-05T11:10:51.704458Z,TXN,"",,,,10119.7084920357,"",,2019-12-05,5,5,4,jue,dic,12,4,2019
3123,1170,2019-12-07T08:15:17.573069Z,TXN,"",,,,777.194095292993,"",,2019-12-07,2,7,6,sáb,dic,12,4,2019
3124,1171,2019-11-18T02:47:25.879114Z,RESPONSE,"",,,,,"",,2019-11-18,20,17,7,dom,nov,11,4,2019
3125,1171,2019-11-18T14:51:41.747616Z,RISK,"",,,,,"",,2019-11-18,8,18,1,lun,nov,11,4,2019
3126,1171,2019-11-23T07:29:37.640630Z,APPROVED,DIGITAL,0.43,8900,32,,"",,2019-11-23,1,23,6,sáb,nov,11,4,2019
3127,1174,2019-11-20T20:08:06.807293Z,RESPONSE,"",,,,,"",,2019-11-20,14,20,3,mié,nov,11,4,2019
3128,1174,2019-11-21T14:44:40.974605Z,RISK,"",,,,,"",,2019-11-21,8,21,4,jue,nov,11,4,2019
3129,1174,2019-11-22T11:00:28.346515Z,APPROVED,DIGITAL,0.39,2700,41,,"",,2019-11-22,5,22,5,vie,nov,11,4,2019
3130,1174,2019-12-13T09:41:32.185709Z,TXN,"",,,,82.5608236892497,"",,2019-12-13,3,13,5,vie,dic,12,4,2019
3131,1174,2019-12-15T11:26:00.579322Z,TXN,"",,,,65.5964723898889,"",,2019-12-15,5,15,7,dom,dic,12,4,2019
3132,1174,2019-12-22T05:06:59.649696Z,TXN,"",,,,1561.18844218894,"",,2019-12-22,23,21,6,sáb,dic,12,4,2019
3133,1174,2019-12-29T03:23:35.638598Z,TXN,"",,,,2.45295730060604,"",,2019-12-29,21,28,6,sáb,dic,12,4,2019
3134,1174,2019-12-30T04:36:41.324371Z,TXN,"",,,,3024.69467856116,"",,2019-12-30,22,29,7,dom,dic,12,4,2019
3135,1176,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3136,1179,2019-12-25T20:02:53.836253Z,RESPONSE,"",,,,,"",,2019-12-25,14,25,3,mié,dic,12,4,2019
3137,1179,2019-12-26T02:11:11.914541Z,RISK,"",,,,,"",,2019-12-26,20,25,3,mié,dic,12,4,2019
3138,1179,2019-12-28T17:49:10.926653Z,REJECTED,EMPTY,,,,,"",,2019-12-28,11,28,6,sáb,dic,12,4,2019
3139,1180,2020-08-21T22:26:33.859824Z,RESPONSE,"",,,,,"",,2020-08-21,17,21,5,vie,ago,8,3,2020
3140,1180,2020-08-25T03:19:57.504461Z,RISK,"",,,,,"",,2020-08-25,22,24,1,lun,ago,8,3,2020
3141,1180,2020-08-25T18:07:55.509427Z,REJECTED,INCOME,,,,,"",,2020-08-25,13,25,2,mar,ago,8,3,2020
3142,1181,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3143,1183,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3144,1185,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3145,1186,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3146,1187,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3147,1188,2019-11-11T07:55:19.121606Z,RESPONSE,"",,,,,"",,2019-11-11,1,11,1,lun,nov,11,4,2019
3148,1188,2019-11-13T02:58:02.391024Z,RISK,"",,,,,"",,2019-11-13,20,12,2,mar,nov,11,4,2019
3149,1188,2019-11-14T05:43:06.410237Z,APPROVED,DIGITAL,0.37,72800,32,,"",,2019-11-14,23,13,3,mié,nov,11,4,2019
3150,1188,2020-01-29T02:39:07.972416Z,TXN,"",,,,390.284456619359,"",,2020-01-29,20,28,2,mar,ene,1,1,2020
3151,1190,2019-11-11T08:07:14.004278Z,RESPONSE,"",,,,,"",,2019-11-11,2,11,1,lun,nov,11,4,2019
3152,1190,2019-11-11T20:17:15.472349Z,RISK,"",,,,,"",,2019-11-11,14,11,1,lun,nov,11,4,2019
3153,1190,2019-11-14T09:31:54.853565Z,REJECTED,MOP,,,,,"",,2019-11-14,3,14,4,jue,nov,11,4,2019
3154,1191,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
3155,1193,2019-11-18T03:09:42.258240Z,RESPONSE,"",,,,,"",,2019-11-18,21,17,7,dom,nov,11,4,2019
